Task,SubTask,Node,Time
v16,k686,n35,1370
v16,k687,n36,1372
v16,k688,n37,1374
v16,k689,n38,1376
v16,k690,n39,1378
v16,k691,n40,1380
v16,k692,n41,1382
v16,k693,n42,1384
v16,k694,n43,1386
v16,k695,n44,1388
v16,k696,n33,1390
v16,k697,n34,1392
v16,k698,n35,1394
v16,k699,n36,1396
v16,k700,n37,1398
v16,k701,n38,1400
v16,k702,n39,1402
v16,k703,n40,1404
v16,k704,n41,1406
v16,k705,n42,1408
v16,k706,n43,1410
v16,k707,n44,1412
v16,k708,n33,1414
v16,k709,n34,1416
v16,k710,n35,1418
v16,k711,n36,1420
v16,k712,n37,1422
v16,k713,n38,1424
v16,k714,n39,1426
v16,k715,n40,1428
v16,k716,n41,1430
v16,k717,n42,1432
v16,k718,n43,1434
v16,k719,n44,1436
v16,k720,n33,1438
v16,k721,n34,1440
v17,k1,n38,0
v17,k2,n39,2
v17,k3,n40,4
v17,k4,n41,6
v17,k5,n42,8
v17,k6,n43,10
v17,k7,n44,12
v17,k8,n33,14
v17,k9,n34,16
v17,k10,n35,18
v17,k11,n36,20
v17,k12,n37,22
v17,k13,n38,24
v17,k14,n39,26
v17,k15,n40,28
v17,k16,n41,30
v17,k17,n42,32
v17,k18,n43,34
v17,k19,n44,36
v17,k20,n33,38
v17,k21,n34,40
v17,k22,n35,42
v17,k23,n36,44
v17,k24,n37,46
v17,k25,n38,48
v17,k26,n39,50
v17,k27,n40,52
v17,k28,n41,54
v17,k29,n42,56
v17,k30,n43,58
v17,k31,n44,60
v17,k32,n33,62
v17,k33,n34,64
v17,k34,n35,66
v17,k35,n36,68
v17,k36,n37,70
v17,k37,n38,72
v17,k38,n39,74
v17,k39,n40,76
v17,k40,n41,78
v17,k41,n42,80
v17,k42,n43,82
v17,k43,n44,84
v17,k44,n33,86
v17,k45,n34,88
v17,k46,n35,90
v17,k47,n36,92
v17,k48,n37,94
v17,k49,n38,96
v17,k50,n39,98
v17,k51,n40,100
v17,k52,n41,102
v17,k53,n42,104
v17,k54,n43,106
v17,k55,n44,108
v17,k56,n33,110
v17,k57,n34,112
v17,k58,n35,114
v17,k59,n36,116
v17,k60,n37,118
v17,k61,n38,120
v17,k62,n39,122
v17,k63,n40,124
v17,k64,n41,126
v17,k65,n42,128
v17,k66,n43,130
v17,k67,n44,132
v17,k68,n33,134
v17,k69,n34,136
v17,k70,n35,138
v17,k71,n36,140
v17,k72,n37,142
v17,k73,n38,144
v17,k74,n39,146
v17,k75,n40,148
v17,k76,n41,150
v17,k77,n42,152
v17,k78,n43,154
v17,k79,n44,156
v17,k80,n33,158
v17,k81,n34,160
v17,k82,n35,162
v17,k83,n36,164
v17,k84,n37,166
v17,k85,n38,168
v17,k86,n39,170
v17,k87,n40,172
v17,k88,n41,174
v17,k89,n42,176
v17,k90,n43,178
v17,k91,n44,180
v17,k92,n33,182
v17,k93,n34,184
v17,k94,n35,186
v17,k95,n36,188
v17,k96,n37,190
v17,k97,n38,192
v17,k98,n39,194
v17,k99,n40,196
v17,k100,n41,198
v17,k101,n42,200
v17,k102,n43,202
v17,k103,n44,204
v17,k104,n33,206
v17,k105,n34,208
v17,k106,n35,210
v17,k107,n36,212
v17,k108,n37,214
v17,k109,n38,216
v17,k110,n39,218
v17,k111,n40,220
v17,k112,n41,222
v17,k113,n42,224
v17,k114,n43,226
v17,k115,n44,228
v17,k116,n33,230
v17,k117,n34,232
v17,k118,n35,234
v17,k119,n36,236
v17,k120,n37,238
v17,k121,n38,240
v17,k122,n39,242
v17,k123,n40,244
v17,k124,n41,246
v17,k125,n42,248
v17,k126,n43,250
v17,k127,n44,252
v17,k128,n33,254
v17,k129,n34,256
v17,k130,n35,258
v17,k131,n36,260
v17,k132,n37,262
v17,k133,n38,264
v17,k134,n39,266
v17,k135,n40,268
v17,k136,n41,270
v17,k137,n42,272
v17,k138,n43,274
v17,k139,n44,276
v17,k140,n33,278
v17,k141,n34,280
v17,k142,n35,282
v17,k143,n36,284
v17,k144,n37,286
v17,k145,n38,288
v17,k146,n39,290
v17,k147,n40,292
v17,k148,n41,294
v17,k149,n42,296
v17,k150,n43,298
v17,k151,n44,300
v17,k152,n33,302
v17,k153,n34,304
v17,k154,n35,306
v17,k155,n36,308
v17,k156,n37,310
v17,k157,n38,312
v17,k158,n39,314
v17,k159,n40,316
v17,k160,n41,318
v17,k161,n42,320
v17,k162,n43,322
v17,k163,n44,324
v17,k164,n33,326
v17,k165,n34,328
v17,k166,n35,330
v17,k167,n36,332
v17,k168,n37,334
v17,k169,n38,336
v17,k170,n39,338
v17,k171,n40,340
v17,k172,n41,342
v17,k173,n42,344
v17,k174,n43,346
v17,k175,n44,348
v17,k176,n33,350
v17,k177,n34,352
v17,k178,n35,354
v17,k179,n36,356
v17,k180,n37,358
v17,k181,n38,360
v17,k182,n39,362
v17,k183,n40,364
v17,k184,n41,366
v17,k185,n42,368
v17,k186,n43,370
v17,k187,n44,372
v17,k188,n33,374
v17,k189,n34,376
v17,k190,n35,378
v17,k191,n36,380
v17,k192,n37,382
v17,k193,n38,384
v17,k194,n39,386
v17,k195,n40,388
v17,k196,n41,390
v17,k197,n42,392
v17,k198,n43,394
v17,k199,n44,396
v17,k200,n33,398
v17,k201,n34,400
v17,k202,n35,402
v17,k203,n36,404
v17,k204,n37,406
v17,k205,n38,408
v17,k206,n39,410
v17,k207,n40,412
v17,k208,n41,414
v17,k209,n42,416
v17,k210,n43,418
v17,k211,n44,420
v17,k212,n33,422
v17,k213,n34,424
v17,k214,n35,426
v17,k215,n36,428
v17,k216,n37,430
v17,k217,n38,432
v17,k218,n39,434
v17,k219,n40,436
v17,k220,n41,438
v17,k221,n42,440
v17,k222,n43,442
v17,k223,n44,444
v17,k224,n33,446
v17,k225,n34,448
v17,k226,n35,450
v17,k227,n36,452
v17,k228,n37,454
v17,k229,n38,456
v17,k230,n39,458
v17,k231,n40,460
v17,k232,n41,462
v17,k233,n42,464
v17,k234,n43,466
v17,k235,n44,468
v17,k236,n33,470
v17,k237,n34,472
v17,k238,n35,474
v17,k239,n36,476
v17,k240,n37,478
v17,k241,n38,480
v17,k242,n39,482
v17,k243,n40,484
v17,k244,n41,486
v17,k245,n42,488
v17,k246,n43,490
v17,k247,n44,492
v17,k248,n33,494
v17,k249,n34,496
v17,k250,n35,498
v17,k251,n36,500
v17,k252,n37,502
v17,k253,n38,504
v17,k254,n39,506
v17,k255,n40,508
v17,k256,n41,510
v17,k257,n42,512
v17,k258,n43,514
v17,k259,n44,516
v17,k260,n33,518
v17,k261,n34,520
v17,k262,n35,522
v17,k263,n36,524
v17,k264,n37,526
v17,k265,n38,528
v17,k266,n39,530
v17,k267,n40,532
v17,k268,n41,534
v17,k269,n42,536
v17,k270,n43,538
v17,k271,n44,540
v17,k272,n33,542
v17,k273,n34,544
v17,k274,n35,546
v17,k275,n36,548
v17,k276,n37,550
v17,k277,n38,552
v17,k278,n39,554
v17,k279,n40,556
v17,k280,n41,558
v17,k281,n42,560
v17,k282,n43,562
v17,k283,n44,564
v17,k284,n33,566
v17,k285,n34,568
v17,k286,n35,570
v17,k287,n36,572
v17,k288,n37,574
v17,k289,n38,576
v17,k290,n39,578
v17,k291,n40,580
v17,k292,n41,582
v17,k293,n42,584
v17,k294,n43,586
v17,k295,n44,588
v17,k296,n33,590
v17,k297,n34,592
v17,k298,n35,594
v17,k299,n36,596
v17,k300,n37,598
v17,k301,n38,600
v17,k302,n39,602
v17,k303,n40,604
v17,k304,n41,606
v17,k305,n42,608
v17,k306,n43,610
v17,k307,n44,612
v17,k308,n33,614
v17,k309,n34,616
v17,k310,n35,618
v17,k311,n36,620
v17,k312,n37,622
v17,k313,n38,624
v17,k314,n39,626
v17,k315,n40,628
v17,k316,n41,630
v17,k317,n42,632
v17,k318,n43,634
v17,k319,n44,636
v17,k320,n33,638
v17,k321,n34,640
v17,k322,n35,642
v17,k323,n36,644
v17,k324,n37,646
v17,k325,n38,648
v17,k326,n39,650
v17,k327,n40,652
v17,k328,n41,654
v17,k329,n42,656
v17,k330,n43,658
v17,k331,n44,660
v17,k332,n33,662
v17,k333,n34,664
v17,k334,n35,666
v17,k335,n36,668
v17,k336,n37,670
v17,k337,n38,672
v17,k338,n39,674
v17,k339,n40,676
v17,k340,n41,678
v17,k341,n42,680
v17,k342,n43,682
v17,k343,n44,684
v17,k344,n33,686
v17,k345,n34,688
v17,k346,n35,690
v17,k347,n36,692
v17,k348,n37,694
v17,k349,n38,696
v17,k350,n39,698
v17,k351,n40,700
v17,k352,n41,702
v17,k353,n42,704
v17,k354,n43,706
v17,k355,n44,708
v17,k356,n33,710
v17,k357,n34,712
v17,k358,n35,714
v17,k359,n36,716
v17,k360,n37,718
v17,k361,n38,720
v17,k362,n39,722
v17,k363,n40,724
v17,k364,n41,726
v17,k365,n42,728
v17,k366,n43,730
v17,k367,n44,732
v17,k368,n33,734
v17,k369,n34,736
v17,k370,n35,738
v17,k371,n36,740
v17,k372,n37,742
v17,k373,n38,744
v17,k374,n39,746
v17,k375,n40,748
v17,k376,n41,750
v17,k377,n42,752
v17,k378,n43,754
v17,k379,n44,756
v17,k380,n33,758
v17,k381,n34,760
v17,k382,n35,762
v17,k383,n36,764
v17,k384,n37,766
v17,k385,n38,768
v17,k386,n39,770
v17,k387,n40,772
v17,k388,n41,774
v17,k389,n42,776
v17,k390,n43,778
v17,k391,n44,780
v17,k392,n33,782
v17,k393,n34,784
v17,k394,n35,786
v17,k395,n36,788
v17,k396,n37,790
v17,k397,n38,792
v17,k398,n39,794
v17,k399,n40,796
v17,k400,n41,798
v17,k401,n42,800
v17,k402,n43,802
v17,k403,n44,804
v17,k404,n33,806
v17,k405,n34,808
v17,k406,n35,810
v17,k407,n36,812
v17,k408,n37,814
v17,k409,n38,816
v17,k410,n39,818
v17,k411,n40,820
v17,k412,n41,822
v17,k413,n42,824
v17,k414,n43,826
v17,k415,n44,828
v17,k416,n33,830
v17,k417,n34,832
v17,k418,n35,834
v17,k419,n36,836
v17,k420,n37,838
v17,k421,n38,840
v17,k422,n39,842
v17,k423,n40,844
v17,k424,n41,846
v17,k425,n42,848
v17,k426,n43,850
v17,k427,n44,852
v17,k428,n33,854
v17,k429,n34,856
v17,k430,n35,858
v17,k431,n36,860
v17,k432,n37,862
v17,k433,n38,864
v17,k434,n39,866
v17,k435,n40,868
v17,k436,n41,870
v17,k437,n42,872
v17,k438,n43,874
v17,k439,n44,876
v17,k440,n33,878
v17,k441,n34,880
v17,k442,n35,882
v17,k443,n36,884
v17,k444,n37,886
v17,k445,n38,888
v17,k446,n39,890
v17,k447,n40,892
v17,k448,n41,894
v17,k449,n42,896
v17,k450,n43,898
v17,k451,n44,900
v17,k452,n33,902
v17,k453,n34,904
v17,k454,n35,906
v17,k455,n36,908
v17,k456,n37,910
v17,k457,n38,912
v17,k458,n39,914
v17,k459,n40,916
v17,k460,n41,918
v17,k461,n42,920
v17,k462,n43,922
v17,k463,n44,924
v17,k464,n33,926
v17,k465,n34,928
v17,k466,n35,930
v17,k467,n36,932
v17,k468,n37,934
v17,k469,n38,936
v17,k470,n39,938
v17,k471,n40,940
v17,k472,n41,942
v17,k473,n42,944
v17,k474,n43,946
v17,k475,n44,948
v17,k476,n33,950
v17,k477,n34,952
v17,k478,n35,954
v17,k479,n36,956
v17,k480,n37,958
v17,k481,n38,960
v17,k482,n39,962
v17,k483,n40,964
v17,k484,n41,966
v17,k485,n42,968
v17,k486,n43,970
v17,k487,n44,972
v17,k488,n33,974
v17,k489,n34,976
v17,k490,n35,978
v17,k491,n36,980
v17,k492,n37,982
v17,k493,n38,984
v17,k494,n39,986
v17,k495,n40,988
v17,k496,n41,990
v17,k497,n42,992
v17,k498,n43,994
v17,k499,n44,996
v17,k500,n33,998
v17,k501,n34,1000
v17,k502,n35,1002
v17,k503,n36,1004
v17,k504,n37,1006
v17,k505,n38,1008
v17,k506,n39,1010
v17,k507,n40,1012
v17,k508,n41,1014
v17,k509,n42,1016
v17,k510,n43,1018
v17,k511,n44,1020
v17,k512,n33,1022
v17,k513,n34,1024
v17,k514,n35,1026
v17,k515,n36,1028
v17,k516,n37,1030
v17,k517,n38,1032
v17,k518,n39,1034
v17,k519,n40,1036
v17,k520,n41,1038
v17,k521,n42,1040
v17,k522,n43,1042
v17,k523,n44,1044
v17,k524,n33,1046
v17,k525,n34,1048
v17,k526,n35,1050
v17,k527,n36,1052
v17,k528,n37,1054
v17,k529,n38,1056
v17,k530,n39,1058
v17,k531,n40,1060
v17,k532,n41,1062
v17,k533,n42,1064
v17,k534,n43,1066
v17,k535,n44,1068
v17,k536,n33,1070
v17,k537,n34,1072
v17,k538,n35,1074
v17,k539,n36,1076
v17,k540,n37,1078
v17,k541,n38,1080
v17,k542,n39,1082
v17,k543,n40,1084
v17,k544,n41,1086
v17,k545,n42,1088
v17,k546,n43,1090
v17,k547,n44,1092
v17,k548,n33,1094
v17,k549,n34,1096
v17,k550,n35,1098
v17,k551,n36,1100
v17,k552,n37,1102
v17,k553,n38,1104
v17,k554,n39,1106
v17,k555,n40,1108
v17,k556,n41,1110
v17,k557,n42,1112
v17,k558,n43,1114
v17,k559,n44,1116
v17,k560,n33,1118
v17,k561,n34,1120
v17,k562,n35,1122
v17,k563,n36,1124
v17,k564,n37,1126
v17,k565,n38,1128
v17,k566,n39,1130
v17,k567,n40,1132
v17,k568,n41,1134
v17,k569,n42,1136
v17,k570,n43,1138
v17,k571,n44,1140
v17,k572,n33,1142
v17,k573,n34,1144
v17,k574,n35,1146
v17,k575,n36,1148
v17,k576,n37,1150
v17,k577,n38,1152
v17,k578,n39,1154
v17,k579,n40,1156
v17,k580,n41,1158
v17,k581,n42,1160
v17,k582,n43,1162
v17,k583,n44,1164
v17,k584,n33,1166
v17,k585,n34,1168
v17,k586,n35,1170
v17,k587,n36,1172
v17,k588,n37,1174
v17,k589,n38,1176
v17,k590,n39,1178
v17,k591,n40,1180
v17,k592,n41,1182
v17,k593,n42,1184
v17,k594,n43,1186
v17,k595,n44,1188
v17,k596,n33,1190
v17,k597,n34,1192
v17,k598,n35,1194
v17,k599,n36,1196
v17,k600,n37,1198
v17,k601,n38,1200
v17,k602,n39,1202
v17,k603,n40,1204
v17,k604,n41,1206
v17,k605,n42,1208
v17,k606,n43,1210
v17,k607,n44,1212
v17,k608,n33,1214
v17,k609,n34,1216
v17,k610,n35,1218
v17,k611,n36,1220
v17,k612,n37,1222
v17,k613,n38,1224
v17,k614,n39,1226
v17,k615,n40,1228
v17,k616,n41,1230
v17,k617,n42,1232
v17,k618,n43,1234
v17,k619,n44,1236
v17,k620,n33,1238
v17,k621,n34,1240
v17,k622,n35,1242
v17,k623,n36,1244
v17,k624,n37,1246
v17,k625,n38,1248
v17,k626,n39,1250
v17,k627,n40,1252
v17,k628,n41,1254
v17,k629,n42,1256
v17,k630,n43,1258
v17,k631,n44,1260
v17,k632,n33,1262
v17,k633,n34,1264
v17,k634,n35,1266
v17,k635,n36,1268
v17,k636,n37,1270
v17,k637,n38,1272
v17,k638,n39,1274
v17,k639,n40,1276
v17,k640,n41,1278
v17,k641,n42,1280
v17,k642,n43,1282
v17,k643,n44,1284
v17,k644,n33,1286
v17,k645,n34,1288
v17,k646,n35,1290
v17,k647,n36,1292
v17,k648,n37,1294
v17,k649,n38,1296
v17,k650,n39,1298
v17,k651,n40,1300
v17,k652,n41,1302
v17,k653,n42,1304
v17,k654,n43,1306
v17,k655,n44,1308
v17,k656,n33,1310
v17,k657,n34,1312
v17,k658,n35,1314
v17,k659,n36,1316
v17,k660,n37,1318
v17,k661,n38,1320
v17,k662,n39,1322
v17,k663,n40,1324
v17,k664,n41,1326
v17,k665,n42,1328
v17,k666,n43,1330
v17,k667,n44,1332
v17,k668,n33,1334
v17,k669,n34,1336
v17,k670,n35,1338
v17,k671,n36,1340
v17,k672,n37,1342
v17,k673,n38,1344
v17,k674,n39,1346
v17,k675,n40,1348
v17,k676,n41,1350
v17,k677,n42,1352
v17,k678,n43,1354
v17,k679,n44,1356
v17,k680,n33,1358
v17,k681,n34,1360
v17,k682,n35,1362
v17,k683,n36,1364
v17,k684,n37,1366
v17,k685,n38,1368
v17,k686,n39,1370
v17,k687,n40,1372
v17,k688,n41,1374
v17,k689,n42,1376
v17,k690,n43,1378
v17,k691,n44,1380
v17,k692,n33,1382
v17,k693,n34,1384
v17,k694,n35,1386
v17,k695,n36,1388
v17,k696,n37,1390
v17,k697,n38,1392
v17,k698,n39,1394
v17,k699,n40,1396
v17,k700,n41,1398
v17,k701,n42,1400
v17,k702,n43,1402
v17,k703,n44,1404
v17,k704,n33,1406
v17,k705,n34,1408
v17,k706,n35,1410
v17,k707,n36,1412
v17,k708,n37,1414
v17,k709,n38,1416
v17,k710,n39,1418
v17,k711,n40,1420
v17,k712,n41,1422
v17,k713,n42,1424
v17,k714,n43,1426
v17,k715,n44,1428
v17,k716,n33,1430
v17,k717,n34,1432
v17,k718,n35,1434
v17,k719,n36,1436
v17,k720,n37,1438
v17,k721,n38,1440
v18,k1,n42,0
v18,k2,n43,2
v18,k3,n44,4
v18,k4,n33,6
v18,k5,n34,8
v18,k6,n35,10
v18,k7,n36,12
v18,k8,n37,14
v18,k9,n38,16
v18,k10,n39,18
v18,k11,n40,20
v18,k12,n41,22
v18,k13,n42,24
v18,k14,n43,26
v18,k15,n44,28
v18,k16,n33,30
v18,k17,n34,32
v18,k18,n35,34
v18,k19,n36,36
v18,k20,n37,38
v18,k21,n38,40
v18,k22,n39,42
v18,k23,n40,44
v18,k24,n41,46
v18,k25,n42,48
v18,k26,n43,50
v18,k27,n44,52
v18,k28,n33,54
v18,k29,n34,56
v18,k30,n35,58
v18,k31,n36,60
v18,k32,n37,62
v18,k33,n38,64
v18,k34,n39,66
v18,k35,n40,68
v18,k36,n41,70
v18,k37,n42,72
v18,k38,n43,74
v18,k39,n44,76
v18,k40,n33,78
v18,k41,n34,80
v18,k42,n35,82
v18,k43,n36,84
v18,k44,n37,86
v18,k45,n38,88
v18,k46,n39,90
v18,k47,n40,92
v18,k48,n41,94
v18,k49,n42,96
v18,k50,n43,98
v18,k51,n44,100
v18,k52,n33,102
v18,k53,n34,104
v18,k54,n35,106
v18,k55,n36,108
v18,k56,n37,110
v18,k57,n38,112
v18,k58,n39,114
v18,k59,n40,116
v18,k60,n41,118
v18,k61,n42,120
v18,k62,n43,122
v18,k63,n44,124
v18,k64,n33,126
v18,k65,n34,128
v18,k66,n35,130
v18,k67,n36,132
v18,k68,n37,134
v18,k69,n38,136
v18,k70,n39,138
v18,k71,n40,140
v18,k72,n41,142
v18,k73,n42,144
v18,k74,n43,146
v18,k75,n44,148
v18,k76,n33,150
v18,k77,n34,152
v18,k78,n35,154
v18,k79,n36,156
v18,k80,n37,158
v18,k81,n38,160
v18,k82,n39,162
v18,k83,n40,164
v18,k84,n41,166
v18,k85,n42,168
v18,k86,n43,170
v18,k87,n44,172
v18,k88,n33,174
v18,k89,n34,176
v18,k90,n35,178
v18,k91,n36,180
v18,k92,n37,182
v18,k93,n38,184
v18,k94,n39,186
v18,k95,n40,188
v18,k96,n41,190
v18,k97,n42,192
v18,k98,n43,194
v18,k99,n44,196
v18,k100,n33,198
v18,k101,n34,200
v18,k102,n35,202
v18,k103,n36,204
v18,k104,n37,206
v18,k105,n38,208
v18,k106,n39,210
v18,k107,n40,212
v18,k108,n41,214
v18,k109,n42,216
v18,k110,n43,218
v18,k111,n44,220
v18,k112,n33,222
v18,k113,n34,224
v18,k114,n35,226
v18,k115,n36,228
v18,k116,n37,230
v18,k117,n38,232
v18,k118,n39,234
v18,k119,n40,236
v18,k120,n41,238
v18,k121,n42,240
v18,k122,n43,242
v18,k123,n44,244
v18,k124,n33,246
v18,k125,n34,248
v18,k126,n35,250
v18,k127,n36,252
v18,k128,n37,254
v18,k129,n38,256
v18,k130,n39,258
v18,k131,n40,260
v18,k132,n41,262
v18,k133,n42,264
v18,k134,n43,266
v18,k135,n44,268
v18,k136,n33,270
v18,k137,n34,272
v18,k138,n35,274
v18,k139,n36,276
v18,k140,n37,278
v18,k141,n38,280
v18,k142,n39,282
v18,k143,n40,284
v18,k144,n41,286
v18,k145,n42,288
v18,k146,n43,290
v18,k147,n44,292
v18,k148,n33,294
v18,k149,n34,296
v18,k150,n35,298
v18,k151,n36,300
v18,k152,n37,302
v18,k153,n38,304
v18,k154,n39,306
v18,k155,n40,308
v18,k156,n41,310
v18,k157,n42,312
v18,k158,n43,314
v18,k159,n44,316
v18,k160,n33,318
v18,k161,n34,320
v18,k162,n35,322
v18,k163,n36,324
v18,k164,n37,326
v18,k165,n38,328
v18,k166,n39,330
v18,k167,n40,332
v18,k168,n41,334
v18,k169,n42,336
v18,k170,n43,338
v18,k171,n44,340
v18,k172,n33,342
v18,k173,n34,344
v18,k174,n35,346
v18,k175,n36,348
v18,k176,n37,350
v18,k177,n38,352
v18,k178,n39,354
v18,k179,n40,356
v18,k180,n41,358
v18,k181,n42,360
v18,k182,n43,362
v18,k183,n44,364
v18,k184,n33,366
v18,k185,n34,368
v18,k186,n35,370
v18,k187,n36,372
v18,k188,n37,374
v18,k189,n38,376
v18,k190,n39,378
v18,k191,n40,380
v18,k192,n41,382
v18,k193,n42,384
v18,k194,n43,386
v18,k195,n44,388
v18,k196,n33,390
v18,k197,n34,392
v18,k198,n35,394
v18,k199,n36,396
v18,k200,n37,398
v18,k201,n38,400
v18,k202,n39,402
v18,k203,n40,404
v18,k204,n41,406
v18,k205,n42,408
v18,k206,n43,410
v18,k207,n44,412
v18,k208,n33,414
v18,k209,n34,416
v18,k210,n35,418
v18,k211,n36,420
v18,k212,n37,422
v18,k213,n38,424
v18,k214,n39,426
v18,k215,n40,428
v18,k216,n41,430
v18,k217,n42,432
v18,k218,n43,434
v18,k219,n44,436
v18,k220,n33,438
v18,k221,n34,440
v18,k222,n35,442
v18,k223,n36,444
v18,k224,n37,446
v18,k225,n38,448
v18,k226,n39,450
v18,k227,n40,452
v18,k228,n41,454
v18,k229,n42,456
v18,k230,n43,458
v18,k231,n44,460
v18,k232,n33,462
v18,k233,n34,464
v18,k234,n35,466
v18,k235,n36,468
v18,k236,n37,470
v18,k237,n38,472
v18,k238,n39,474
v18,k239,n40,476
v18,k240,n41,478
v18,k241,n42,480
v18,k242,n43,482
v18,k243,n44,484
v18,k244,n33,486
v18,k245,n34,488
v18,k246,n35,490
v18,k247,n36,492
v18,k248,n37,494
v18,k249,n38,496
v18,k250,n39,498
v18,k251,n40,500
v18,k252,n41,502
v18,k253,n42,504
v18,k254,n43,506
v18,k255,n44,508
v18,k256,n33,510
v18,k257,n34,512
v18,k258,n35,514
v18,k259,n36,516
v18,k260,n37,518
v18,k261,n38,520
v18,k262,n39,522
v18,k263,n40,524
v18,k264,n41,526
v18,k265,n42,528
v18,k266,n43,530
v18,k267,n44,532
v18,k268,n33,534
v18,k269,n34,536
v18,k270,n35,538
v18,k271,n36,540
v18,k272,n37,542
v18,k273,n38,544
v18,k274,n39,546
v18,k275,n40,548
v18,k276,n41,550
v18,k277,n42,552
v18,k278,n43,554
v18,k279,n44,556
v18,k280,n33,558
v18,k281,n34,560
v18,k282,n35,562
v18,k283,n36,564
v18,k284,n37,566
v18,k285,n38,568
v18,k286,n39,570
v18,k287,n40,572
v18,k288,n41,574
v18,k289,n42,576
v18,k290,n43,578
v18,k291,n44,580
v18,k292,n33,582
v18,k293,n34,584
v18,k294,n35,586
v18,k295,n36,588
v18,k296,n37,590
v18,k297,n38,592
v18,k298,n39,594
v18,k299,n40,596
v18,k300,n41,598
v18,k301,n42,600
v18,k302,n43,602
v18,k303,n44,604
v18,k304,n33,606
v18,k305,n34,608
v18,k306,n35,610
v18,k307,n36,612
v18,k308,n37,614
v18,k309,n38,616
v18,k310,n39,618
v18,k311,n40,620
v18,k312,n41,622
v18,k313,n42,624
v18,k314,n43,626
v18,k315,n44,628
v18,k316,n33,630
v18,k317,n34,632
v18,k318,n35,634
v18,k319,n36,636
v18,k320,n37,638
v18,k321,n38,640
v18,k322,n39,642
v18,k323,n40,644
v18,k324,n41,646
v18,k325,n42,648
v18,k326,n43,650
v18,k327,n44,652
v18,k328,n33,654
v18,k329,n34,656
v18,k330,n35,658
v18,k331,n36,660
v18,k332,n37,662
v18,k333,n38,664
v18,k334,n39,666
v18,k335,n40,668
v18,k336,n41,670
v18,k337,n42,672
v18,k338,n43,674
v18,k339,n44,676
v18,k340,n33,678
v18,k341,n34,680
v18,k342,n35,682
v18,k343,n36,684
v18,k344,n37,686
v18,k345,n38,688
v18,k346,n39,690
v18,k347,n40,692
v18,k348,n41,694
v18,k349,n42,696
v18,k350,n43,698
v18,k351,n44,700
v18,k352,n33,702
v18,k353,n34,704
v18,k354,n35,706
v18,k355,n36,708
v18,k356,n37,710
v18,k357,n38,712
v18,k358,n39,714
v18,k359,n40,716
v18,k360,n41,718
v18,k361,n42,720
v18,k362,n43,722
v18,k363,n44,724
v18,k364,n33,726
v18,k365,n34,728
v18,k366,n35,730
v18,k367,n36,732
v18,k368,n37,734
v18,k369,n38,736
v18,k370,n39,738
v18,k371,n40,740
v18,k372,n41,742
v18,k373,n42,744
v18,k374,n43,746
v18,k375,n44,748
v18,k376,n33,750
v18,k377,n34,752
v18,k378,n35,754
v18,k379,n36,756
v18,k380,n37,758
v18,k381,n38,760
v18,k382,n39,762
v18,k383,n40,764
v18,k384,n41,766
v18,k385,n42,768
v18,k386,n43,770
v18,k387,n44,772
v18,k388,n33,774
v18,k389,n34,776
v18,k390,n35,778
v18,k391,n36,780
v18,k392,n37,782
v18,k393,n38,784
v18,k394,n39,786
v18,k395,n40,788
v18,k396,n41,790
v18,k397,n42,792
v18,k398,n43,794
v18,k399,n44,796
v18,k400,n33,798
v18,k401,n34,800
v18,k402,n35,802
v18,k403,n36,804
v18,k404,n37,806
v18,k405,n38,808
v18,k406,n39,810
v18,k407,n40,812
v18,k408,n41,814
v18,k409,n42,816
v18,k410,n43,818
v18,k411,n44,820
v18,k412,n33,822
v18,k413,n34,824
v18,k414,n35,826
v18,k415,n36,828
v18,k416,n37,830
v18,k417,n38,832
v18,k418,n39,834
v18,k419,n40,836
v18,k420,n41,838
v18,k421,n42,840
v18,k422,n43,842
v18,k423,n44,844
v18,k424,n33,846
v18,k425,n34,848
v18,k426,n35,850
v18,k427,n36,852
v18,k428,n37,854
v18,k429,n38,856
v18,k430,n39,858
v18,k431,n40,860
v18,k432,n41,862
v18,k433,n42,864
v18,k434,n43,866
v18,k435,n44,868
v18,k436,n33,870
v18,k437,n34,872
v18,k438,n35,874
v18,k439,n36,876
v18,k440,n37,878
v18,k441,n38,880
v18,k442,n39,882
v18,k443,n40,884
v18,k444,n41,886
v18,k445,n42,888
v18,k446,n43,890
v18,k447,n44,892
v18,k448,n33,894
v18,k449,n34,896
v18,k450,n35,898
v18,k451,n36,900
v18,k452,n37,902
v18,k453,n38,904
v18,k454,n39,906
v18,k455,n40,908
v18,k456,n41,910
v18,k457,n42,912
v18,k458,n43,914
v18,k459,n44,916
v18,k460,n33,918
v18,k461,n34,920
v18,k462,n35,922
v18,k463,n36,924
v18,k464,n37,926
v18,k465,n38,928
v18,k466,n39,930
v18,k467,n40,932
v18,k468,n41,934
v18,k469,n42,936
v18,k470,n43,938
v18,k471,n44,940
v18,k472,n33,942
v18,k473,n34,944
v18,k474,n35,946
v18,k475,n36,948
v18,k476,n37,950
v18,k477,n38,952
v18,k478,n39,954
v18,k479,n40,956
v18,k480,n41,958
v18,k481,n42,960
v18,k482,n43,962
v18,k483,n44,964
v18,k484,n33,966
v18,k485,n34,968
v18,k486,n35,970
v18,k487,n36,972
v18,k488,n37,974
v18,k489,n38,976
v18,k490,n39,978
v18,k491,n40,980
